AIRPORT_NAME,AIRPORT_ZIP_CODE,DEPARTURE_CODE,DOMESTIC_CODE,TICKETS_SOLD,TAIL_NUMBER,PLANE_MODEL,DESTINATION_CODE,DEPARTING_DELAY,SCHEDULED_DEPARTURE_UTC
John F. Kennedy International Airport,11430,JFK,AA,217,#E780VRU,Boeing 767,DEN,0,2024-07-14 17:41:00.000
Fort Lauderdale–Hollywood International Airport,33315,FLL,AA,132,#O169YGW,Boeing 737 MAX,ORD,0,2024-07-14 17:42:00.000
Los Angeles International Airport,90045,LAX,AA,222,#N370DHB,Airbus A330,CLT,0,2024-07-14 17:44:00.000
Miami International Airport,33126,MIA,DLTA,187,#M344DJY,Airbus A330,PHX,0,2024-07-14 17:46:00.000
Seattle–Tacoma International Airport,98158,SEA,AA,202,#G377XEB,Airbus A330,EWR,0,2024-07-14 17:47:00.000
San Francisco International Airport,94128,SFO,DLTA,244,#L658XNT,Boeing 747,CLT,0,2024-07-14 17:47:00.000
O'Hare International Airport,60666,ORD,UA,302,#T770LXE,Boeing 787 Dreamliner,PHX,0,2024-07-14 17:49:00.000
Dallas/Fort Worth International Airport,75261,DFW,DLTA,149,#P119NWV,Boeing 737 MAX,ORD,0,2024-07-14 17:49:00.000
Harry Reid International Airport,89119,LAS,DLTA,213,#Z642QVD,Airbus A350,FLL,0,2024-07-14 17:51:00.000
Minneapolis–Saint Paul International Airport,55450,MSP,AA,297,#I639WXJ,Boeing 777,IAH,0,2024-07-14 17:53:00.000
Newark Liberty International Airport,07114,EWR,UA,266,#G951SSE,Airbus A340,SFO,0,2024-07-14 17:55:00.000
Charlotte Douglas International Airport,28208,CLT,UA,307,#B872KOJ,Airbus A340,SEA,0,2024-07-14 17:56:00.000
Denver International Airport,80249,DEN,DLTA,95,#H940PKU,Boeing 737,SFO,0,2024-07-14 17:58:00.000
Logan International Airport,02128,BOS,UA,290,#C255BMI,Airbus A340,MSP,0,2024-07-14 17:58:00.000
Hartsfield–Jackson Atlanta International Airport,30320,ATL,UA,447,#Z714RHJ,Airbus A380,BOS,0,2024-07-14 17:58:00.000
Orlando International Airport,32827,MCO,DLTA,138,#D072XNU,Airbus A320neo,DFW,0,2024-07-14 17:59:00.000
Seattle–Tacoma International Airport,98158,SEA,UA,312,#F670HRG,Boeing 787 Dreamliner,DFW,1,2024-07-14 18:42:00.000
Orlando International Airport,32827,MCO,UA,258,#H668MXN,Boeing 767,EWR,0,2024-07-14 18:43:00.000
Los Angeles International Airport,90045,LAX,UA,275,#G063ZZL,Boeing 747,DEN,0,2024-07-14 18:44:00.000
San Francisco International Airport,94128,SFO,UA,105,#R098MEH,Boeing 737,IAH,0,2024-07-14 18:44:00.000
John F. Kennedy International Airport,11430,JFK,UA,231,#X501ILO,Boeing 777,FLL,0,2024-07-14 18:45:00.000
Denver International Airport,80249,DEN,DLTA,273,#D270BRM,Boeing 747,ORD,0,2024-07-14 18:45:00.000
Hartsfield–Jackson Atlanta International Airport,30320,ATL,DLTA,255,#P148DSB,Boeing 767,SEA,0,2024-07-14 18:47:00.000
Newark Liberty International Airport,07114,EWR,UA,242,#R254ZTQ,Boeing 787 Dreamliner,PHX,0,2024-07-14 18:48:00.000
Charlotte Douglas International Airport,28208,CLT,UA,306,#M841XDI,Airbus A340,MSP,0,2024-07-14 18:48:00.000
Phoenix Sky Harbor International Airport,85034,PHX,AA,206,#I749JMF,Airbus A350,SEA,0,2024-07-14 18:51:00.000
Fort Lauderdale–Hollywood International Airport,33315,FLL,DLTA,193,#D500GTX,Boeing 767,ATL,0,2024-07-14 18:51:00.000
Harry Reid International Airport,89119,LAS,UA,198,#V576LWR,Boeing 767,ORD,0,2024-07-14 18:52:00.000
Logan International Airport,02128,BOS,UA,233,#D183MHE,Airbus A340,LAS,0,2024-07-14 18:52:00.000
Minneapolis–Saint Paul International Airport,55450,MSP,UA,118,#P619RYC,Airbus A320neo,FLL,0,2024-07-14 18:52:00.000
Miami International Airport,33126,MIA,AA,161,#I992OOQ,Boeing 737 MAX,IAH,0,2024-07-14 18:53:00.000
Dallas/Fort Worth International Airport,75261,DFW,UA,212,#Z886XVW,Airbus A330,SEA,0,2024-07-14 18:53:00.000
O'Hare International Airport,60666,ORD,AA,315,#F349KSN,Boeing 747,SEA,0,2024-07-14 18:53:00.000
George Bush Intercontinental Airport,77032,IAH,DLTA,143,#X293SDN,Boeing 737 MAX,MIA,0,2024-07-14 18:58:00.000
Miami International Airport,33126,MIA,DLTA,237,#A684STB,Boeing 787 Dreamliner,CLT,0,2024-07-14 19:46:00.000
Harry Reid International Airport,89119,LAS,UA,314,#F310WWV,Boeing 747,DEN,0,2024-07-14 19:49:00.000
Phoenix Sky Harbor International Airport,85034,PHX,UA,98,#C121IVQ,Airbus A320,FLL,0,2024-07-14 19:51:00.000
Orlando International Airport,32827,MCO,AA,257,#Q790GJJ,Boeing 777,CLT,0,2024-07-14 19:52:00.000
Denver International Airport,80249,DEN,UA,112,#G201HGH,Boeing 737 MAX,BOS,0,2024-07-14 19:53:00.000
Fort Lauderdale–Hollywood International Airport,33315,FLL,DLTA,231,#F457RAX,Boeing 777,CLT,0,2024-07-14 19:53:00.000
John F. Kennedy International Airport,11430,JFK,DLTA,259,#C717VGO,Boeing 787 Dreamliner,SFO,0,2024-07-14 19:54:00.000
Hartsfield–Jackson Atlanta International Airport,30320,ATL,AA,351,#B073BFR,Boeing 747,MIA,0,2024-07-14 19:56:00.000
Dallas/Fort Worth International Airport,75261,DFW,AA,459,#B317DOU,Airbus A380,DEN,0,2024-07-14 19:57:00.000
George Bush Intercontinental Airport,77032,IAH,AA,119,#Q045FSI,Airbus A320neo,LAX,0,2024-07-14 20:00:00.000
Los Angeles International Airport,90045,LAX,DLTA,350,#G453CVE,Boeing 747,DFW,0,2024-07-14 20:01:00.000
Minneapolis–Saint Paul International Airport,55450,MSP,AA,293,#W671KNR,Boeing 747,LAS,0,2024-07-14 20:02:00.000
Seattle–Tacoma International Airport,98158,SEA,DLTA,139,#W947OSC,Airbus A320neo,ORD,0,2024-07-14 20:02:00.000
Newark Liberty International Airport,07114,EWR,AA,175,#P175GSK,Boeing 767,FLL,0,2024-07-14 20:04:00.000
O'Hare International Airport,60666,ORD,DLTA,319,#X653RQG,Boeing 747,DEN,0,2024-07-14 20:06:00.000
Logan International Airport,02128,BOS,AA,219,#Y249LTF,Airbus A330,SFO,0,2024-07-14 20:06:00.000
San Francisco International Airport,94128,SFO,AA,103,#L398GMZ,Airbus A320neo,ATL,0,2024-07-14 20:07:00.000
Charlotte Douglas International Airport,28208,CLT,DLTA,138,#J122ETT,Airbus A320neo,DEN,0,2024-07-14 20:07:00.000
Charlotte Douglas International Airport,28208,CLT,DLTA,479,#W330SSE,Airbus A380,LAS,0,2024-07-14 20:46:00.000
Hartsfield–Jackson Atlanta International Airport,30320,ATL,UA,107,#V242COS,Airbus A320,LAS,0,2024-07-14 20:47:00.000
Phoenix Sky Harbor International Airport,85034,PHX,UA,270,#T746KDA,Airbus A340,LAS,0,2024-07-14 20:47:00.000
Minneapolis–Saint Paul International Airport,55450,MSP,DLTA,392,#A916UHI,Airbus A380,EWR,0,2024-07-14 20:53:00.000
John F. Kennedy International Airport,11430,JFK,AA,173,#G814POI,Airbus A330,SEA,0,2024-07-14 20:54:00.000
Harry Reid International Airport,89119,LAS,AA,467,#D259UAH,Airbus A380,SEA,0,2024-07-14 20:56:00.000
Miami International Airport,33126,MIA,AA,260,#Q083YXB,Boeing 747,ORD,0,2024-07-14 20:57:00.000
Denver International Airport,80249,DEN,DLTA,118,#C809PWN,Airbus A320,JFK,0,2024-07-14 20:58:00.000
O'Hare International Airport,60666,ORD,DLTA,396,#M094JTM,Airbus A380,JFK,0,2024-07-14 20:58:00.000
George Bush Intercontinental Airport,77032,IAH,AA,246,#T469AEH,Airbus A350,BOS,0,2024-07-14 20:59:00.000
Newark Liberty International Airport,07114,EWR,UA,108,#R275XZH,Airbus A320neo,ATL,0,2024-07-14 21:00:00.000
Logan International Airport,02128,BOS,UA,221,#K105GIE,Airbus A350,LAX,0,2024-07-14 21:02:00.000
Fort Lauderdale–Hollywood International Airport,33315,FLL,DLTA,280,#H177SKJ,Boeing 747,SFO,0,2024-07-14 21:03:00.000
San Francisco International Airport,94128,SFO,UA,101,#U012EEV,Boeing 737,JFK,0,2024-07-14 21:04:00.000
Dallas/Fort Worth International Airport,75261,DFW,UA,121,#S764OIK,Boeing 737 MAX,LAX,0,2024-07-14 21:06:00.000
Orlando International Airport,32827,MCO,AA,178,#K758DQQ,Boeing 737 MAX,ORD,1,2024-07-14 21:06:00.000
Seattle–Tacoma International Airport,98158,SEA,UA,334,#J310DZW,Airbus A380,PHX,0,2024-07-14 21:06:00.000
Los Angeles International Airport,90045,LAX,UA,298,#F548ILP,Boeing 787 Dreamliner,EWR,0,2024-07-14 21:11:00.000
Newark Liberty International Airport,07114,EWR,AA,257,#V291CUS,Boeing 777,LAS,0,2024-07-14 21:51:00.000
John F. Kennedy International Airport,11430,JFK,UA,276,#D583MIN,Airbus A340,BOS,0,2024-07-14 21:53:00.000
Denver International Airport,80249,DEN,DLTA,115,#T029XUZ,Boeing 737,LAX,0,2024-07-14 21:54:00.000
Dallas/Fort Worth International Airport,75261,DFW,AA,240,#A983VGR,Boeing 767,MCO,0,2024-07-14 21:56:00.000
Hartsfield–Jackson Atlanta International Airport,30320,ATL,AA,249,#S099BPB,Boeing 767,DFW,0,2024-07-14 21:57:00.000
Harry Reid International Airport,89119,LAS,DLTA,282,#R081TAV,Boeing 747,BOS,0,2024-07-14 21:58:00.000
O'Hare International Airport,60666,ORD,DLTA,108,#Q835MRJ,Airbus A320neo,MSP,0,2024-07-14 21:59:00.000
Minneapolis–Saint Paul International Airport,55450,MSP,UA,95,#M691QKZ,Boeing 737,PHX,0,2024-07-14 22:00:00.000
George Bush Intercontinental Airport,77032,IAH,DLTA,398,#D959HBW,Airbus A380,PHX,0,2024-07-14 22:02:00.000
Fort Lauderdale–Hollywood International Airport,33315,FLL,AA,213,#F374XWQ,Boeing 787 Dreamliner,DFW,0,2024-07-14 22:03:00.000
Orlando International Airport,32827,MCO,AA,195,#G332QOX,Airbus A330,MSP,0,2024-07-14 22:03:00.000
Los Angeles International Airport,90045,LAX,DLTA,240,#R669GBP,Boeing 747,SFO,0,2024-07-14 22:05:00.000
Seattle–Tacoma International Airport,98158,SEA,UA,114,#I341MFR,Airbus A320neo,CLT,0,2024-07-14 22:06:00.000
Charlotte Douglas International Airport,28208,CLT,AA,185,#J115LZO,Boeing 767,BOS,0,2024-07-14 22:07:00.000
Logan International Airport,02128,BOS,AA,220,#B864WOU,Airbus A330,SEA,0,2024-07-14 22:11:00.000
San Francisco International Airport,94128,SFO,UA,122,#E798YHP,Boeing 737,SEA,0,2024-07-14 22:11:00.000
Miami International Airport,33126,MIA,AA,208,#B903IOV,Boeing 787 Dreamliner,DFW,0,2024-07-14 22:12:00.000
Phoenix Sky Harbor International Airport,85034,PHX,UA,286,#X900DZY,Airbus A350,MIA,0,2024-07-14 22:13:00.000
John F. Kennedy International Airport,11430,JFK,AA,212,#E217HFE,Boeing 787 Dreamliner,LAS,0,2024-07-15 05:52:00.000
Phoenix Sky Harbor International Airport,85034,PHX,UA,278,#T109ZSJ,Boeing 747,DEN,0,2024-07-15 05:54:00.000
George Bush Intercontinental Airport,77032,IAH,UA,325,#P532XMU,Boeing 777,PHX,0,2024-07-15 06:00:00.000
Minneapolis–Saint Paul International Airport,55450,MSP,AA,126,#T106KPJ,Airbus A320,EWR,0,2024-07-15 06:00:00.000
Charlotte Douglas International Airport,28208,CLT,DLTA,142,#O643HNK,Airbus A320neo,MIA,0,2024-07-15 06:01:00.000
Orlando International Airport,32827,MCO,UA,122,#J323ZSW,Airbus A320,DEN,0,2024-07-15 06:01:00.000
Seattle–Tacoma International Airport,98158,SEA,DLTA,341,#X387QIH,Boeing 747,SFO,0,2024-07-15 06:02:00.000
Logan International Airport,02128,BOS,UA,270,#S806SSO,Boeing 787 Dreamliner,MSP,0,2024-07-15 06:02:00.000
Fort Lauderdale–Hollywood International Airport,33315,FLL,AA,117,#R553BSP,Airbus A320neo,ATL,0,2024-07-15 06:05:00.000
Hartsfield–Jackson Atlanta International Airport,30320,ATL,DLTA,244,#Z385IIY,Boeing 787 Dreamliner,EWR,0,2024-07-15 06:05:00.000
Los Angeles International Airport,90045,LAX,AA,248,#S992POR,Airbus A330,ORD,0,2024-07-15 06:06:00.000
Dallas/Fort Worth International Airport,75261,DFW,UA,101,#W614TRA,Airbus A320,CLT,0,2024-07-15 06:08:00.000
Miami International Airport,33126,MIA,UA,276,#N864SJW,Boeing 747,CLT,0,2024-07-15 06:10:00.000
Harry Reid International Airport,89119,LAS,AA,277,#N496LDR,Boeing 777,PHX,0,2024-07-15 06:10:00.000
San Francisco International Airport,94128,SFO,AA,118,#D562MJJ,Boeing 737 MAX,DFW,0,2024-07-15 06:12:00.000
Newark Liberty International Airport,07114,EWR,DLTA,286,#Q444OBO,Boeing 787 Dreamliner,SEA,0,2024-07-15 06:14:00.000
O'Hare International Airport,60666,ORD,AA,120,#C116MQG,Airbus A320,LAX,0,2024-07-15 06:14:00.000
Denver International Airport,80249,DEN,DLTA,151,#K623JVV,Boeing 737 MAX,EWR,0,2024-07-15 06:15:00.000
John F. Kennedy International Airport,11430,JFK,UA,132,#P020PCQ,Airbus A320neo,CLT,0,2024-07-15 06:56:00.000
Logan International Airport,02128,BOS,DLTA,127,#D373TFT,Airbus A320neo,SEA,0,2024-07-15 06:59:00.000
Phoenix Sky Harbor International Airport,85034,PHX,UA,112,#N451IRQ,Airbus A320,SEA,0,2024-07-15 07:00:00.000
Hartsfield–Jackson Atlanta International Airport,30320,ATL,AA,282,#R265TIT,Boeing 777,LAS,0,2024-07-15 07:00:00.000
Charlotte Douglas International Airport,28208,CLT,AA,494,#E460GZT,Airbus A380,LAS,0,2024-07-15 07:00:00.000
Denver International Airport,80249,DEN,UA,269,#Z269GEI,Boeing 787 Dreamliner,DFW,0,2024-07-15 07:01:00.000
Harry Reid International Airport,89119,LAS,DLTA,208,#S333HGO,Airbus A330,JFK,0,2024-07-15 07:01:00.000
Newark Liberty International Airport,07114,EWR,UA,148,#O994JPE,Boeing 737 MAX,FLL,0,2024-07-15 07:04:00.000
Miami International Airport,33126,MIA,UA,126,#J730QHK,Boeing 737,MCO,0,2024-07-15 07:06:00.000
Orlando International Airport,32827,MCO,AA,112,#L677HAH,Airbus A320,DFW,0,2024-07-15 07:07:00.000
Fort Lauderdale–Hollywood International Airport,33315,FLL,DLTA,181,#T015CGS,Boeing 767,LAS,0,2024-07-15 07:10:00.000
Dallas/Fort Worth International Airport,75261,DFW,AA,342,#Y610QQQ,Airbus A380,MCO,0,2024-07-15 07:11:00.000
San Francisco International Airport,94128,SFO,UA,318,#S917ZCM,Boeing 787 Dreamliner,EWR,1,2024-07-15 07:11:00.000
Minneapolis–Saint Paul International Airport,55450,MSP,UA,128,#Z975UUK,Airbus A320,JFK,0,2024-07-15 07:12:00.000
Los Angeles International Airport,90045,LAX,DLTA,469,#P066OEM,Airbus A380,ATL,0,2024-07-15 07:17:00.000
O'Hare International Airport,60666,ORD,AA,356,#M301ZAS,Boeing 747,EWR,0,2024-07-15 07:18:00.000
Seattle–Tacoma International Airport,98158,SEA,UA,292,#T623GSN,Airbus A350,MSP,0,2024-07-15 07:18:00.000
George Bush Intercontinental Airport,77032,IAH,AA,318,#G939OSC,Boeing 777,EWR,0,2024-07-15 07:18:00.000
Harry Reid International Airport,89119,LAS,DLTA,243,#T726XAF,Boeing 787 Dreamliner,EWR,0,2024-07-15 07:59:00.000
Miami International Airport,33126,MIA,UA,245,#Y176OLG,Boeing 777,FLL,0,2024-07-15 07:59:00.000
Denver International Airport,80249,DEN,UA,216,#I036KUM,Boeing 787 Dreamliner,BOS,0,2024-07-15 08:00:00.000
Los Angeles International Airport,90045,LAX,AA,93,#K443GHA,Boeing 737,DEN,0,2024-07-15 08:01:00.000
O'Hare International Airport,60666,ORD,DLTA,119,#J056MHY,Boeing 737 MAX,DFW,0,2024-07-15 08:02:00.000
Charlotte Douglas International Airport,28208,CLT,DLTA,212,#O805FEA,Airbus A350,ATL,0,2024-07-15 08:03:00.000
Newark Liberty International Airport,07114,EWR,AA,246,#Q158OEE,Airbus A350,IAH,0,2024-07-15 08:03:00.000
Seattle–Tacoma International Airport,98158,SEA,UA,297,#N918AKH,Boeing 787 Dreamliner,PHX,0,2024-07-15 08:03:00.000
Orlando International Airport,32827,MCO,AA,112,#K639BVV,Boeing 737,BOS,0,2024-07-15 08:05:00.000
Fort Lauderdale–Hollywood International Airport,33315,FLL,UA,257,#Z115NXF,Boeing 747,BOS,0,2024-07-15 08:10:00.000
San Francisco International Airport,94128,SFO,AA,293,#H802MCI,Boeing 777,MIA,0,2024-07-15 08:15:00.000
Hartsfield–Jackson Atlanta International Airport,30320,ATL,DLTA,329,#A255PBU,Boeing 777,JFK,0,2024-07-15 08:17:00.000
Dallas/Fort Worth International Airport,75261,DFW,DLTA,241,#X467FLK,Boeing 767,BOS,0,2024-07-15 08:18:00.000
George Bush Intercontinental Airport,77032,IAH,UA,304,#W774OVC,Boeing 747,SEA,0,2024-07-15 08:19:00.000
John F. Kennedy International Airport,11430,JFK,DLTA,449,#V926QOO,Airbus A380,MIA,0,2024-07-15 08:19:00.000
Minneapolis–Saint Paul International Airport,55450,MSP,UA,446,#W806GCL,Airbus A380,MIA,0,2024-07-15 08:21:00.000
Logan International Airport,02128,BOS,UA,113,#W412JVR,Boeing 737 MAX,LAX,0,2024-07-15 08:21:00.000
Phoenix Sky Harbor International Airport,85034,PHX,DLTA,271,#I230VFD,Boeing 777,JFK,0,2024-07-15 08:23:00.000
Charlotte Douglas International Airport,28208,CLT,AA,270,#C515WRZ,Boeing 747,LAX,0,2024-07-15 09:02:00.000
Phoenix Sky Harbor International Airport,85034,PHX,AA,102,#J734JXV,Airbus A320neo,SFO,0,2024-07-15 09:05:00.000
Miami International Airport,33126,MIA,DLTA,282,#X199MCB,Boeing 787 Dreamliner,SEA,0,2024-07-15 09:05:00.000
Seattle–Tacoma International Airport,98158,SEA,UA,232,#N892RME,Boeing 787 Dreamliner,LAX,0,2024-07-15 09:09:00.000
San Francisco International Airport,94128,SFO,DLTA,130,#N817HKD,Boeing 737 MAX,MCO,0,2024-07-15 09:10:00.000
Logan International Airport,02128,BOS,AA,472,#Z313BJI,Airbus A380,LAS,0,2024-07-15 09:12:00.000
Fort Lauderdale–Hollywood International Airport,33315,FLL,AA,109,#B300DXX,Boeing 737,MSP,0,2024-07-15 09:12:00.000
O'Hare International Airport,60666,ORD,DLTA,107,#H274UNM,Boeing 737,PHX,0,2024-07-15 09:12:00.000
Los Angeles International Airport,90045,LAX,UA,239,#W354TUL,Airbus A330,MIA,0,2024-07-15 09:15:00.000
Dallas/Fort Worth International Airport,75261,DFW,UA,131,#W035IUZ,Boeing 737,SFO,0,2024-07-15 09:15:00.000
Hartsfield–Jackson Atlanta International Airport,30320,ATL,DLTA,294,#H329PYT,Airbus A350,DFW,0,2024-07-15 09:15:00.000
John F. Kennedy International Airport,11430,JFK,DLTA,285,#C065RAQ,Boeing 787 Dreamliner,MCO,0,2024-07-15 09:16:00.000
Orlando International Airport,32827,MCO,DLTA,245,#F590VZX,Boeing 787 Dreamliner,LAS,0,2024-07-15 09:17:00.000
Newark Liberty International Airport,07114,EWR,UA,203,#A847AST,Airbus A330,SFO,0,2024-07-15 09:21:00.000
George Bush Intercontinental Airport,77032,IAH,UA,109,#J802CJE,Boeing 737,LAX,0,2024-07-15 09:22:00.000
Harry Reid International Airport,89119,LAS,AA,309,#Q216FKR,Boeing 747,CLT,0,2024-07-15 09:22:00.000
Minneapolis–Saint Paul International Airport,55450,MSP,UA,116,#E902IAD,Boeing 737,BOS,0,2024-07-15 09:25:00.000
Denver International Airport,80249,DEN,AA,97,#C453DWC,Boeing 737,ORD,0,2024-07-15 09:27:00.000
Charlotte Douglas International Airport,28208,CLT,AA,96,#D386XJL,Airbus A320,BOS,0,2024-07-15 10:06:00.000
Minneapolis–Saint Paul International Airport,55450,MSP,UA,280,#Q380RZU,Boeing 787 Dreamliner,MCO,0,2024-07-15 10:06:00.000
O'Hare International Airport,60666,ORD,AA,151,#I584ION,Boeing 737 MAX,ATL,0,2024-07-15 10:07:00.000
Seattle–Tacoma International Airport,98158,SEA,UA,290,#T063RAT,Boeing 787 Dreamliner,FLL,0,2024-07-15 10:11:00.000
Denver International Airport,80249,DEN,AA,93,#K153OYF,Boeing 737,FLL,0,2024-07-15 10:14:00.000
Dallas/Fort Worth International Airport,75261,DFW,UA,146,#O379IRM,Boeing 737 MAX,SEA,0,2024-07-15 10:15:00.000
Orlando International Airport,32827,MCO,UA,290,#M801ZVV,Airbus A340,FLL,0,2024-07-15 10:15:00.000
Newark Liberty International Airport,07114,EWR,AA,146,#C364ZGL,Boeing 737 MAX,MCO,0,2024-07-15 10:16:00.000
Hartsfield–Jackson Atlanta International Airport,30320,ATL,AA,229,#O239WRG,Boeing 767,MSP,0,2024-07-15 10:17:00.000
John F. Kennedy International Airport,11430,JFK,UA,345,#V234MJV,Airbus A340,IAH,1,2024-07-15 10:22:00.000
Logan International Airport,02128,BOS,UA,93,#Z348EIH,Boeing 737,IAH,0,2024-07-15 10:23:00.000
San Francisco International Airport,94128,SFO,AA,240,#E340NXY,Airbus A340,JFK,0,2024-07-15 10:23:00.000
George Bush Intercontinental Airport,77032,IAH,DLTA,100,#V011EMJ,Boeing 737,ORD,0,2024-07-15 10:25:00.000
Fort Lauderdale–Hollywood International Airport,33315,FLL,AA,145,#Q454MTD,Boeing 737 MAX,ORD,0,2024-07-15 10:26:00.000
Phoenix Sky Harbor International Airport,85034,PHX,DLTA,128,#I963GAY,Boeing 737,CLT,0,2024-07-15 10:27:00.000
Miami International Airport,33126,MIA,UA,134,#I154KRO,Boeing 737,SFO,0,2024-07-15 10:28:00.000
Los Angeles International Airport,90045,LAX,AA,347,#I021AJV,Airbus A380,PHX,0,2024-07-15 10:29:00.000
Harry Reid International Airport,89119,LAS,DLTA,243,#Q966YHI,Boeing 787 Dreamliner,ORD,0,2024-07-15 10:29:00.000
San Francisco International Airport,94128,SFO,AA,313,#G482JHO,Boeing 747,CLT,0,2024-07-15 11:11:00.000
Fort Lauderdale–Hollywood International Airport,33315,FLL,UA,182,#H651HDJ,Airbus A330,SEA,0,2024-07-15 11:15:00.000
Dallas/Fort Worth International Airport,75261,DFW,UA,132,#L523FPX,Airbus A320neo,ATL,0,2024-07-15 11:16:00.000
George Bush Intercontinental Airport,77032,IAH,UA,280,#F746WAI,Boeing 787 Dreamliner,DEN,0,2024-07-15 11:17:00.000
Los Angeles International Airport,90045,LAX,UA,124,#E780OPF,Airbus A320neo,MSP,0,2024-07-15 11:17:00.000
Phoenix Sky Harbor International Airport,85034,PHX,UA,481,#S856TVY,Airbus A380,ORD,0,2024-07-15 11:18:00.000
Minneapolis–Saint Paul International Airport,55450,MSP,DLTA,261,#D864ARI,Airbus A350,DEN,0,2024-07-15 11:20:00.000
Hartsfield–Jackson Atlanta International Airport,30320,ATL,DLTA,246,#O951CZO,Boeing 777,FLL,0,2024-07-15 11:22:00.000
Miami International Airport,33126,MIA,UA,116,#T934TDV,Airbus A320,EWR,0,2024-07-15 11:23:00.000
Harry Reid International Airport,89119,LAS,UA,130,#B665NHG,Airbus A320neo,MCO,0,2024-07-15 11:24:00.000
Seattle–Tacoma International Airport,98158,SEA,DLTA,251,#D540FEK,Airbus A350,ATL,0,2024-07-15 11:25:00.000
Logan International Airport,02128,BOS,AA,321,#E643MZF,Boeing 777,MIA,0,2024-07-15 11:25:00.000
O'Hare International Airport,60666,ORD,DLTA,113,#Y093QLF,Boeing 737 MAX,CLT,0,2024-07-15 11:26:00.000
Charlotte Douglas International Airport,28208,CLT,DLTA,423,#V434KMA,Airbus A380,SEA,0,2024-07-15 11:29:00.000
Orlando International Airport,32827,MCO,AA,127,#A988JMM,Airbus A320neo,CLT,0,2024-07-15 11:30:00.000
John F. Kennedy International Airport,11430,JFK,UA,247,#V826ZOI,Boeing 747,DFW,0,2024-07-15 11:31:00.000
Newark Liberty International Airport,07114,EWR,AA,299,#T299SDD,Boeing 787 Dreamliner,PHX,0,2024-07-15 11:32:00.000
Denver International Airport,80249,DEN,AA,96,#M697VNA,Airbus A320,IAH,0,2024-07-15 11:34:00.000
Dallas/Fort Worth International Airport,75261,DFW,DLTA,267,#O013MWU,Boeing 787 Dreamliner,LAX,0,2024-07-15 12:14:00.000
Charlotte Douglas International Airport,28208,CLT,UA,325,#F442ZWP,Boeing 747,MSP,0,2024-07-15 12:16:00.000
